Class,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
0,1.8025,1.4172,21.176,57.025,98.388,2.795,22.969,1.011,21.522,49.274,3.264,78.026,21.635,42.975,1.3269,1.9544,28.408,3.4787,36.511,13.131,66.316,1.261,5.5655,33.031,55.056,2253.7,13.262,4.2835,56.768,19.688,55.663,2.5734,56.575,96.548,5.1946,184.2,27.139,45.812,37.109,1.0578,17.678,2.2894,2.629,2.431,1.1978,53.448,37.134,1.3297,4573.9,1.2811,66.969,13.245,30.263,32.499,1750.7,11.618,18.941,14.588,0,0,21.237,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,29,3.4739,17,44
0,2.5121,1.2142,19.878,60.477,90.863,25.002,12.476,80.697,21.877,50.295,24.544,70.733,11.38,39.523,1.5302,2.3028,27.516,3.0942,36.887,24.179,63.318,1.2846,4.8013,31.558,58.257,1459.8,13.584,7.2829,38.001,22.201,47.012,3.2266,51.739,96.329,4.521,156.33,28.103,56.171,40.596,27.446,18.925,2.299,29.546,2.0884,1.0504,31.567,32.869,1.5326,2902.5,1.474,68.442,13.488,29.012,28.675,2157.7,12.871,20.098,47.732,0,0,16.368,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,29,1.8025,18,45
0,3.4574,1.268,21.385,59.784,9.141,29.883,14.832,9.151,23.394,53.175,27.969,70.188,11.265,40.216,1.4866,2.3419,32.691,3.358,71.469,29.021,12.911,1.3024,4.6855,36.588,55.355,1920.7,13.785,6.1628,22.305,4.429,50.655,3.5727,55.416,92.592,5.2955,153.72,30.468,11.013,78.185,23.042,19.509,2.273,31.573,2.0614,1.0961,36.882,35.769,1.492,3612.1,1.3765,63.412,13.695,34.086,33.445,2383.6,13.634,17.262,26.082,0,0,19.436,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,29,2.5121,19,46
0,4.8009,1.3032,22.598,55.132,74.973,28.545,15.344,97.729,30.141,50.364,34.039,65.949,7.3235,44.868,1.2287,2.3769,38.073,3.2764,13.021,51.988,25.731,1.1368,2.9086,47.269,50.605,2295.3,13.908,4.886,13.087,45.269,49.455,9.2061,65.964,91.789,6.2134,151.46,34.265,10.089,17.368,-72.482,25.776,1.671,19.502,1.7407,87.669,34.199,40.988,1.2318,4557.4,1.1279,52.731,13.62,39.589,35.439,2136.2,88.845,12.066,49.415,0,0,16.728,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,29,3.4574,20,47
0,3.2355,1.3939,25.741,54.232,75.984,36.098,20.763,92.255,33.877,56.243,30.451,73.469,9.7836,45.768,1.1849,1.8164,47.508,2.0277,13.332,48.558,25.295,1.0342,3.6749,53.546,52.706,4058.3,14.348,3.6596,55.216,1.526,48.624,4.0625,63.992,97.186,4.3649,198.2,35.037,33.342,17.545,57.309,20.676,1.6602,7.681,2.2135,1.245,45.365,47.465,1.1875,7215.7,1.1516,46.454,14.073,48.615,40.686,3404.7,27.748,17.408,24.508,0,0,20.099,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,29,4.8009,21,48
0,4.2655,1.4474,25.278,54.682,73.313,36.051,23.803,1.0753,3.448,55.779,3.382,77.006,8.6905,45.318,1.2066,1.4559,49.175,2.1075,76.825,56.585,1.444,95.204,3.9017,53.513,53.203,2418.3,14.688,3.0799,40.464,14.789,57.209,4.5324,78.034,97.295,4.5336,247.28,32.826,32.634,10.479,35.525,1.879,1.6177,37.937,2.4119,1.3453,52.524,46.228,1.2111,4335.5,1.174,46.487,14.377,50.048,39.232,4361.7,15.944,16.171,27.646,0,0,20.316,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,29,3.2355,22,49
0,5.4457,1.3489,22.701,58.429,65.979,34.144,19.939,1.1541,34.407,54.609,33.048,77.093,5.9424,41.571,1.4055,1.1259,5.175,3.9201,53.425,87.086,93.476,85.583,4.14,54.904,57.154,2930.1,14.987,3.3091,34.916,12.756,65.964,3.8139,99.977,97.817,8.6929,319.74,29.447,30.684,80.973,2.142,15.937,1.5871,21.162,2.6084,1.4244,47.964,38.852,1.4073,5365.5,1.3749,45.096,14.571,52.547,36.225,5192.6,95.686,75.899,14.433,0,0,19.756,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,29,4.2655,23,50
0,16.241,1.2239,28.004,66.913,1.0723,33.148,14.465,67.383,26.116,84.638,69.864,79.084,27.907,33.087,2.0223,2.692,30.913,2.1331,28.115,11.077,43.509,1.3559,5.9545,33.794,64.619,1205.7,12.28,7.4129,28.696,22.937,43.542,29.879,40.606,96.572,3.2219,133.73,35.411,69.324,26.219,3.271,18.008,3.2408,15.971,1.8373,1.5551,43.719,41.852,2.0223,1424.5,1.953,66.206,12.349,3.278,36.238,560.28,73.948,33.282,1.232,17.285,1.612,12.681,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,29,30.079,3,19
0,13.681,1.1268,29.796,72.985,1.0402,34.004,90.191,77.491,28.643,1.1029,32.568,80.137,15.999,27.015,2.7016,2.0185,32.689,3.2025,27.801,20.431,39.091,1.298,5.7936,36.083,71.118,1485.9,12.832,11.533,73.743,18.662,5.511,12.98,5.298,97.443,4.6975,178.35,37.181,6.908,26.726,68.545,17.955,3.8505,84.855,1.5047,1.6595,33.385,40.824,2.7016,1347.2,2.6325,63.917,12.871,33.971,37.534,858.85,29.789,22.144,73.226,14.117,13.571,68.555,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,29,16.241,4,20
0,18.839,1.115,24.306,76.608,99.935,28.178,84.368,67.566,24.322,1.0391,22.148,81.771,9.6225,23.392,3.275,2.1117,28.197,2.2528,1.286,29.303,17.536,1.2221,6.0189,32.809,73.334,1501.4,13.046,11.845,23.869,32.744,49.549,9.5368,49.581,95.726,3.3529,170.48,29.725,13.998,12.869,19.003,16.604,4.2722,10.481,1.4088,1.4639,36.067,31.728,3.275,1445,3.135,67.191,13.045,29.333,32.787,852.65,52.132,29.806,14.549,19.858,19.871,38.377,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,29,13.681,5,21
0,1.891,1.0782,2.295,80.569,96.642,27.244,61.631,77.121,23.747,1.1811,22.572,84.973,7.682,19.431,4.1464,1.6208,28.191,2.868,67.018,36.697,85.038,1.1373,6.9642,33.399,7.881,1915.4,13.347,15.681,35.109,17.591,60.779,8.857,62.891,97.817,4.3062,222.11,27.008,90.529,69.347,30.657,13.877,4.9736,27.569,1.4002,1.6538,31.718,28.484,4.1464,1621.7,4.0559,66.601,13.313,29.164,32.277,1200.3,12.115,22.442,12.922,-39.939,-41.327,337,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,29,18.839,6,22
0,2.1699,1.242,15.343,7.273,88.042,23.143,17.238,89.441,17.427,56.264,15.512,88.478,5.9518,2.727,2.667,1.4106,26.287,2.7337,91.757,44.166,1.288,99.508,7.9674,32.798,7.124,1870.4,13.726,5.1075,46.061,149,63.718,6.2908,72.372,97.951,4.0679,255.21,17.341,5.464,10.422,33.064,1.105,3.2285,-23.487,2.4678,1.3885,63.212,21.096,2.667,3324.3,2.6124,67.202,13.599,27.132,28.876,1474.3,-11.883,21.643,1.631,-50.696,-57.582,19.827,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,29,1.891,7,23
0,1.0129,1.176,1.406,7.529,95.447,23.938,12.984,86.671,14.731,56.902,1.488,86.774,3.6384,2.471,3.047,1.5399,2.508,3.5329,14.444,68.932,19.574,1.0999,7.5274,3.032,7.379,2050.3,13.905,7.3513,19.623,14.999,63.955,3.359,67.006,98.008,5.0701,233.77,16.203,60.701,15.133,29.684,1.268,3.8627,96.208,1.9487,1.1089,52.545,18.675,3.047,3603.3,2.9863,6.968,13.858,26.047,2.894,1880.9,45.896,18.825,37.264,-11.022,-11.547,1.919,6.7298,11.801,-1.823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,29,2.1699,8,24
0,1.1804,1.2878,11.788,73.957,80.715,20.126,191,92.601,14.605,45.265,12.498,85.466,3.5029,26.043,2.8398,1.3879,24.935,2.6641,21.411,71.185,32.262,9.444,5.7578,32.981,66.366,955.41,14.011,4.2258,11.158,75.913,61.456,3.7043,76.139,89.736,3.9752,259.38,13.793,29.149,26.527,-59.993,14.018,3.0993,-68.041,1.8578,84.092,73.342,15.939,2.8398,2110.7,2.5483,67.019,13.797,26.252,2.662,1790.6,-35.219,20.305,2.289,0,0,20.916,-75.348,-23.637,-30.266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,29,1.0129,9,25
0,1.29,1.1964,10.042,78.684,80.889,18.863,14.501,94.174,12.415,47.113,11.034,8.835,3.3727,21.316,3.6914,1.2205,2.332,3.7382,85.291,69.143,11.549,91.555,7.4279,295,7.385,1074.4,14.288,5.5782,0.32,48.348,69.547,2.5779,85.978,93.855,5.3024,294.96,11.367,22.682,10.544,32.285,1.089,3.7948,12.451,1.9574,92.218,68.029,12.763,3.6914,2280.4,3.4646,705,14.076,24.443,23.862,2277.3,58.607,15.255,25.425,0,0,20.481,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,29,1.1804,10,26
0,1.2317,1.182,11.708,78.112,89.997,21.441,13.592,96.988,1.301,53.492,11.814,88.278,3.6799,21.888,3.5687,1.2868,23.824,4.4921,60.547,64.741,81.068,1.0195,8.1932,3.158,74.687,1278.5,14.309,6.6214,20.667,34.253,72.437,2.895,80.488,95.615,6.5655,279.76,13.263,15.649,67.276,1.356,10.984,4.1117,18.997,1.9927,1.0659,62.097,14.989,3.5687,2390,3.4122,6.842,14.204,24.866,28.422,2519.8,86.746,13.708,29.521,-14.944,-16.605,2.086,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,29,1.29,11,27
0,1.2455,1.123,89.144,81.939,93.718,17.509,98.539,91.412,9.512,49.358,95.404,89.956,2.8738,18.061,4.5369,1.3634,18.683,5.3154,12.448,6.501,15.541,1.0418,10.173,23.641,80.102,1150.9,14.476,9.5107,18.233,18.369,73.223,2.2522,78.132,97.758,6.9611,264.04,99.097,10.171,13.283,23.121,92.126,5.189,-99.801,1.9604,96.764,5.456,10.879,4.5369,2331.7,4.4352,76.359,14.412,19.677,22.155,3129.1,-52.522,13.463,-83.818,-7.944,-84.765,19.555,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,29,1.2317,12,28
0,2.9422,1.0996,89.161,83.701,87.886,21.379,82.629,72.344,10.145,54.704,8.655,91.245,2.9791,16.299,5.1354,1.5504,24.326,2.8362,13.889,81.656,16.738,96.319,11.33,26.491,82.982,1283.1,14.585,10.636,11.466,71.945,60.032,4.0119,68.307,9.914,3.8584,232.2,97.716,44.141,15.804,45.302,7.757,5.3922,11.487,2.1012,1.1494,50.696,10.652,5.1354,2345.5,5.0913,73.509,14.456,25.491,23.282,3328.3,54.315,22.778,-6.145,-18.108,-20.604,1.714,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,29,1.2455,13,29
0,1.7816,1.1274,10.948,83.085,98.945,23.642,10.538,7.868,11.065,64.725,12.312,93.278,2.2516,16.915,4.912,1.581,23.894,3.7431,13.878,10.612,16.773,1.0608,21.72,32.358,8.274,2616.3,15.092,9.3891,66.063,34.575,65.099,7.1639,65.793,99.584,5.5337,227.71,11.737,20.441,14.026,86.959,45.556,5.8497,1.0391,3.713,2.4032,62.303,13.177,4.912,4042.2,4.8916,67.642,15.082,24.524,32.017,5541.9,34.191,17.881,-24.743,-50.067,-506,19.609,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,29,2.9422,14,30
0,2.5458,1.0955,18.428,87.047,88.196,21.226,82.901,81.925,20.894,14.226,80.087,95.067,1.0858,12.953,6.72,1.352,24.067,2.831,16.569,22.165,19.094,92.772,19.342,30.557,86.777,409.94,15.021,10.639,-69.109,26.947,71.092,4.7981,80.606,9.969,4.0767,266.27,19.384,20.803,18.787,-17.024,45.599,6.8087,-84.331,2.8407,40.412,63.999,2.117,6.8245,2881.6,6.6992,69.443,14.895,24.861,2.695,4591.3,-72.908,21.634,-68.224,-31.694,-35.936,12.337,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,29,1.7816,15,31
0,78.479,1.1417,65.138,83.812,94.462,23.607,11.838,87.956,68.957,40.238,11.304,95.386,1.4788,16.188,5.1773,1.4077,24.991,3.1828,10.719,16.899,1.283,99.031,22.407,33.765,83.548,1467,15.033,7.9798,12.359,26.325,73.486,6.0925,77.794,99.686,4.8052,255.74,68.289,16.262,11.348,84.281,42.158,5.8352,2.5785,3.84,1.5451,73.124,7.772,5.2417,3645.8,5.161,66.235,14.976,25.727,31.895,4631.4,56.317,19.658,-64.045,-90.059,-95.338,1.957,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,29,2.5458,16,32
0,62.827,1.1637,10.393,79.506,70.311,19.801,12.346,53.968,14.781,50.712,52.289,87.778,2.6878,20.494,3.8795,1.79,28.162,1.2265,72.594,10.478,96.239,80.101,7.0484,34.917,75.432,740.07,11.579,5.6949,22.604,40.742,40.709,6.2803,57.899,94.875,1.8846,201.12,1.184,1.988,10.325,32.167,99.753,3.4308,4.622,2.0545,1.0419,60.243,13.072,3.8795,1459.3,3.6807,65.083,11.227,29.221,2.455,267.26,18.772,37.309,2.917,-24.529,-34.886,17.971,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,29,37.234,8,19
0,1.446,1.2863,14.894,73.921,80.514,22.841,19.948,845,18.499,57.113,94.803,89.616,5.0644,26.079,2.8345,1.4477,28.369,1.8526,19.885,56.017,28.542,89.843,9.0627,35.259,69.668,987.07,11.912,4.0362,39.598,42.526,5.887,4.4723,73.118,94.247,2.8615,248.67,1.662,16.307,24.697,59.855,88.841,3.0873,1.2006,2.9355,1.6765,7.649,20.149,2.8345,1728.3,2.6714,64.741,11.696,29.105,28.388,375.17,33.347,28.136,24.327,0,0,19.785,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,29,62.827,9,20
0,389,1.0854,33.781,80.159,70.828,10.658,64.911,79.396,47.694,17.026,23.324,82.501,2.8022,19.841,4.0402,1.2482,15.048,2.8716,26.614,53.699,35.014,85.851,6.8548,22.913,7.601,209.43,12.133,10.912,24.736,41.491,60.349,8.6973,85.204,94.824,3.7251,288.42,40.946,20.912,37.575,97.307,10.333,3.5699,-7.171,1.9202,32.693,32.716,42.142,4.0402,1230.1,3.831,77.087,11.789,16.149,16.229,365.93,-55.896,19.014,45.074,-36.668,-51.771,16.492,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,29,1.446,10,21
0,57.147,1.0665,28.802,80.464,6.907,11.002,50.602,61.852,417,14.743,6.709,81.203,1.6277,19.536,4.1187,1.6962,15.929,1.6591,5.231,97.858,687,85.058,6.733,23.303,76.142,167,12.066,13.65,-64.772,43.215,47.095,7.0367,68.185,94.629,2.1631,212.24,3.547,22.121,75.735,-87.995,10.258,3.5355,-20.261,1.9044,28.077,25.902,35.795,4.1187,1132.7,3.8975,76.697,11.696,17.666,16.095,367.41,-11.272,3.193,-71.495,0,0,1.496,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,29,389,11,22
0,561,1.3902,63.433,6.295,73.267,11.851,22.774,95.604,86.579,17.121,90.017,81.146,1.8829,3.705,1.699,1.7666,16.175,2.3859,11.933,85.905,20.442,9.029,5.7563,24.243,58.372,402.7,12.157,3.2171,94.898,45.775,55.806,7.0657,76.168,92.728,3.1493,203.78,78.171,12.355,16.287,16.143,12.728,1.9775,1.4114,2.9109,49.837,61.468,10.077,1.699,2352.1,1.5755,75.757,11.846,17.721,17.762,487.9,41.373,23.264,3.585,0,0,0,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,29,57.147,12,23
0,795,1.3628,10.126,66.728,80.581,18.533,2.278,86.976,12.566,30.433,11.281,85.561,3.5537,33.272,2.1956,1.6358,22.999,2.0114,41.903,64.719,66.745,9.418,6.6618,29.668,62.781,503.54,12.424,3.5374,30.555,3.947,54.605,4.8127,67.764,94.085,2.8599,220.08,11.835,11.863,52.001,43.588,12.096,2.4219,1.084,2.7506,83.711,68.465,15.175,2.1956,1654.6,1.8869,70.332,12.208,24.211,23.907,624.17,35.149,28.176,24.071,-10.099,-12.532,14.643,6.7298,11.801,-1.823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,29,561,13,24
0,1.3662,1.2188,1.175,68.412,75.122,19.677,14.078,64.026,15.641,37.197,13.252,78.424,3.6031,31.588,2.1658,2.0815,26.193,1.4732,42.472,72.697,66.006,95.789,6.5193,32.545,64.346,704.88,12.611,5.336,20.638,40.662,41.198,11.826,54.842,94.056,2.184,172.96,14.982,12.873,56.538,12.465,11.523,2.3782,39.985,2.7413,1.0197,44.569,17.175,2.1687,1895,2.0371,67.455,12.325,27.432,24.448,748.62,16.661,34.397,14.922,0,0,21.652,-75.348,-23.637,-30.266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,29,795,14,25
0,41.459,1.6022,15.546,574,92.643,25.126,31.459,1.0845,1.678,36.492,23.599,83.702,3.9545,426,1.3474,2.1361,27.121,2.5238,11.204,68.582,21.445,1.1068,7.4966,33.921,52.243,899.96,12.576,2.9449,-35.018,51.562,5.666,14.816,61.159,91.017,3.8194,168.53,18.573,12.104,12.093,19.006,12.358,2.1747,27.676,3.4472,1.2579,73.847,27.083,1.3488,2466.2,1.2264,66.079,12.499,2.831,31.425,947.57,12.156,24.256,34.921,-11.453,-12.362,22.211,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,29,1.3662,15,26
0,64.323,1.6431,11.586,54.236,77.478,18.373,31.615,1.1442,14.955,25.318,12.791,80.776,4.1983,45.764,1.1851,1.8433,23.714,2.4434,7.084,59.163,1.441,95.916,6.9646,2.971,49.161,375.56,12.689,2.4506,11.982,50.753,56.251,15.159,72.603,90.642,3.4762,195.3,14.344,1.109,91.433,-63.492,11.125,1.693,-16.539,4.1137,1.0415,69.084,21.363,1.1862,1483.4,1.0742,7.029,12.434,25.279,23.018,909.91,-90.147,22.288,80.512,10.539,13.602,20.926,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,29,41.459,16,27
0,1.0791,1.4931,13.182,5.954,72.537,21.064,0.27,94.759,18.172,32.579,14.954,81.759,4.0964,4.046,1.4716,1.7817,29.039,1.7373,5.928,70.888,10.826,88.721,6.8639,34.663,54.759,567,12.972,2.6866,32.703,47.805,5.189,8.3662,71.535,91.971,2.6589,202.05,16.123,11.815,81.724,24.242,10.568,1.7928,50.975,3.8286,1.2473,66.732,22.139,1.4727,1740.4,1.3534,65.337,12.651,30.481,25.144,1091,20.311,27.281,26.063,0,0,2.127,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,29,64.323,17,28
0,2.9296,1.5291,13.044,59.145,69.645,22.387,28.837,88.405,1.873,31.928,20.232,83.338,3.2754,40.855,1.4477,1.7265,32.144,1.4702,45.066,98.137,82.688,83.569,6.8182,36.198,54.501,695.75,13.187,2.4151,0.24,46.436,48.182,15.065,69.182,92.149,2.3043,208.52,15.652,11.366,64.708,19.055,10.215,1.7047,22.707,3.9997,1.277,70.584,22.055,1.4485,2179.1,1.334,63.802,12.825,33.536,2.521,1322,10.196,30.224,19.854,1.033,14.833,2.124,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,29,1.0791,18,29
0,38.757,1.4636,21.134,604,69.749,31.239,26.626,72.113,30.299,53.367,2.879,84.065,5.4953,396,1.5252,2.2341,44.787,1.0304,56.854,81.499,98.982,8.297,7.9332,476,57.439,2150.5,13.833,2.6196,90.778,29.606,41.421,7.3139,59.385,95.098,1.9665,161.14,25.139,74.762,81.512,91.065,87.921,1.7613,2.0909,4.5041,2.4037,67.238,3.499,1.5257,4029.6,1.4505,524,13.473,45.616,33.201,2525.8,51.111,35.469,6.421,0,0,19.526,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,29,2.9296,19,30
0,60.463,1.4752,14.134,48.863,59.914,23.465,22.056,84.361,23.591,2.764,13.913,68.469,3.3511,51.137,95.551,2.2796,39.164,1.1968,3.809,11.687,82.066,87.504,2.1075,43.952,46.414,393.73,14.295,2.7165,58.777,2.449,39.155,15.389,65.352,94.988,2.1352,157.92,20.643,4.789,63.574,36.387,28.428,1.1716,61.921,1.7988,49.719,4.313,28.927,95.571,1424.5,90.762,56.048,13.783,40.244,26.333,3408.5,30.031,2.806,4.1339,0,0,19.403,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,29,38.757,20,31
0,29.154,1.5337,12.332,46.992,58.927,20.504,2.352,1.0519,20.927,23.264,19.297,67.594,3.1672,53.008,88.652,1.4698,34.796,1.8922,4.144,10.986,94.023,87.178,1.9899,40.098,44.074,386.38,14.413,2.5054,12.481,29.184,46.361,9.1422,78.675,9.379,3.1588,244.94,18.243,55.056,70.324,10.629,29.614,1.1117,-18.663,1.79,41.642,44.371,26.242,88.668,1660.9,83.147,59.902,13.884,36.151,23.628,3206.3,-94.195,18.655,1.717,0,0,16.645,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,29,60.463,21,32
0,1.0232,1.159,19.272,71.459,1.2026,23.773,10.789,71.753,16.025,67.524,48.694,7.865,14.397,28.541,2.5037,3.2514,19.768,4.8143,52.528,13.731,77.405,1.5291,10.345,23.301,67.861,997.25,12.135,11.146,32.557,35.979,48.692,12.4,40.489,94.965,6.2769,110.72,24.504,12.606,43.678,52.282,11.624,4.2136,24.309,2.4553,1.6579,37.802,2.697,2.513,1476.9,2.3776,76.699,12.32,20.715,28.022,574.42,12.008,19.159,85.815,0,0,20.726,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,29,25.197,12,43
0,34.642,1.1531,23.379,72.802,1.0956,26.374,10.725,54.732,2.134,8.596,12.379,80.798,13.681,27.198,2.6767,3.5564,24.073,2.3218,76.427,17.595,10.907,1.3559,8.8971,26.332,70.072,1932.4,12.603,10.215,59.735,27.298,38.352,3.7233,35.006,9.625,3.1517,101.23,28.936,10.037,6.976,45.519,12.314,4.0281,93.777,2.2087,1.8986,39.434,32.114,2.6836,2248.1,2.5764,73.668,12.695,24.876,28.848,842.37,31.921,34.761,69.208,53.569,48.896,1.873,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,29,1.0232,13,44
0,1.662,1.1225,24.875,68.996,1.1154,2.249,8.131,71.844,22.302,80.232,74.186,74.501,9.8556,31.004,2.2254,2.857,20.163,3.8581,13.161,20.459,19.831,1.4971,5.802,23.202,6.637,1161.6,12.725,13.718,12.989,2.626,47.683,4.6786,4.275,96.194,5.0238,126.01,33.389,847,118,15.032,19.224,3.5975,20.218,1.6128,1.294,26.225,36.053,2.2298,1447.8,2.1407,76.798,12.835,20.992,25.879,949.37,91.807,22.202,76.395,34.026,30.506,45.383,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,29,34.642,14,45
0,1.2213,1.4651,26.106,48.436,1.0211,26.119,21.338,73.395,25.568,50.628,31.013,67.219,17.974,51.564,93.932,3.7797,2.558,2.4861,15.633,14.232,34.073,1.519,4.2569,30.372,4.588,1399.1,12.863,4.7852,14.766,25.551,33.674,3.7571,32.979,94.725,3.5706,95.247,38.838,49.552,1.531,50.616,23.986,1.9802,20.445,2.1498,1.0884,41.381,53.899,94.034,2763.4,88.977,69.628,12.884,26.519,31.012,907.8,92.745,28.596,43.195,-14.428,-1.413,15.687,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,29,1.662,15,46
0,1.0974,1.3381,27.352,49.467,1.0366,2.509,15.106,86.645,26.385,54.126,26.579,59.788,19.73,50.533,97.889,3.1501,24.203,5.102,15.321,12.267,34.289,1.7339,4.0113,29.602,44.683,1256.9,13.269,6.8626,50.055,4.784,38.715,4.0454,37.347,90.329,7.2474,114.28,45.748,9.467,1.478,52.343,25.843,2.0514,57.214,1.9554,1.0584,29.892,55.293,97.966,2322.1,88.422,70.398,13.305,25.075,30.687,1188.5,22.244,14.304,61.673,85.666,82.638,76.093,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,29,1.2213,16,47
